id,titulo,qtd_exercicios,peso
1869,Trabalho Prático 7: Matrizes,2,3
1870,Lab 7 – Matrizes,12,1
1871,TP 7: Matrizes,2,3
1872,Trabalho Prático 7: Matrizes,2,3
1873,Quarta Avaliação Parcial de IC,3,1
1874,TP 7: Matrizes,2,3
1875,TP 7: Matrizes,2,3
1876,Prova Final,3,1
1877,Prova Final,3,0
1878,TESTE,1,1
1879,Prova Final,3,1
1880,Prova Final,3,1
1881,Prova Final,3,1
1882,TP: Revisão,3,0
1883,TP Substitutivo - EME01,3,0
1884,TP Substitutivo - EPG01,2,0
1885,Prova Final,3,1
1886,Prova Final,3,1
1887,Prova Final,3,1
1888,Prova Final,2,0
1889,Prova Final Haskell,1,1
1890,Prova Final Python,1,1
1891,Prova Final,2,0
1892,Prova Final,3,0
1893,Prova Final - IP 2019-1,6,0
1894,Prova Final IC (Python),4,7
1895,Primeiro Trabalho - 01/08/2017 - Aquecimento,8,0
1896,Prova Final - Sub,3,1
1897,Prova de Reposição ,3,1
1898,Primeiro Trabalho - 01/08/2017 - Aquecimento,8,1
1899,Testando Parson's Puzzles,1,1
1900,Testando Parson's Puzzles,1,1
1901,Lab 0 – Primeiros passos com o Python - 2019,16,1
1902,LE Aberta,22,1
1903,Lab 0 – Primeiros passos com o Python - 2019,16,0
1904,TP1: Variáveis e Estrutura Sequencial,2,1
1905,Lab 0 – Primeiros passos com o Python - 2019,16,1
1906,Lab 0 – Primeiros passos com o Python - 2019,16,1
1907,Lab 0 – Primeiros passos com o Python - 2019,16,1
1908,Laboratório 06: Estrutura Dinâmica,2,1
1909,Lab 1 (Primeiros passos em C),10,1
1910,Lab 1 - Variáveis e Estrutura Sequencial (2020),12,1
1911,Lab 0 – Primeiros passos com o Python - 2019,16,0
1912,Extras 1 - Variáveis e Estrutura Sequencial (2020),11,1
1913,TP. 01 - Variáveis e Estrutura Sequencial,2,1
1914,TP 2 - Estrutura Condicional Composta (2020),3,1
1915,TP. 01 - Variáveis e Estrutura Sequencial,2,1
1916,Lab 1 – Estrutura Sequencial e Variáveis - 2019,12,1
1917,Desafios 1 - Variáveis e Estrutura Sequencial,12,1
1918,Lab 1 – Estrutura Sequencial e Variáveis - 2019,12,1
1919,Desafios 1 - Variáveis e Estrutura Sequencial,12,0
1920,TP 1 - Variáveis e Estrutura Sequencial (2020),3,1
1921,Lab 0 – Primeiros passos com o Python - 2019,17,0
1922,Lab 0 – Primeiros passos com o Python - 2019,16,1
1923,Lista 01 - Conceitos gerais,4,1
1924,Treino Semanal 01 - Sequência,10,0
1925,Lab 1 – Estrutura Sequencial e Variáveis - 2019,12,1
1926,Lab 2 – Estrutura Condicional Simples,10,1
1927,Lab 3 – Condicionais Encadeados (if/elif),12,1
1928,Lab 4 – Repetição por Condição (while),12,1
1929,Lab 5 – Vetores e Strings,12,1
1930,Lab 6 – Repetição por Contagem (for),12,1
1931,Lab 7 – Matrizes,9,1
1932,1ªLista de Exercicios-Estruturas con. e Operadores,7,1
1933,2ªLista de Exercicios-Orientado a Objetos,5,1
1934,Lab 1 – Estrutura Sequencial e Variáveis - 2019,11,1
1935,Desafios 1 - Variáveis e Estrutura Sequencial,12,1
1936,Lab 1 – Estrutura Sequencial e Variáveis - 2019,11,1
1937,Desafios 1 - Variáveis e Estrutura Sequencial,12,1
1938,Lab 1 – Estrutura Sequencial e Variáveis - 2019,11,1
1939,Desafios 1 - Variáveis e Estrutura Sequencial,12,1
1940,Laboratorio 01 - Entrada Saida e Sequência,4,0
1941,Lab 1 – Estrutura Sequencial e Variáveis - 2019,12,1
1942,Lab 1 – Estrutura Sequencial e Variáveis - 2019,10,1
1943,Desafios 1 - Variáveis e Estrutura Sequencial,12,1
1944,Lab 1 – Estrutura Sequencial e Variáveis - 2019,11,1
1945,Lab 1 – Estrutura Sequencial e Variáveis - 2019,12,1
1946,Lab 1 – Estrutura Sequencial e Variáveis - 2019,11,1
1947,Lab 1 – Estrutura Sequencial e Variáveis - 2019,11,1
1948,Desafios 1 - Variáveis e Estrutura Sequencial,12,1
1949,Desafios 1 - Variáveis e Estrutura Sequencial,12,1
1950,Lista 02 - Expressões,4,1
1951,Treino Semanal 02 - Estrutura Condicional,10,0
1952,Lab 2 (Variáveis e operadores),5,1
1953,Lista 03 - Tipos de dados,5,1
1954,Prova Final,3,1
1955,Prova de Aceleração,5,1
1956,Lab 3 (condicionais),16,1
1957,Laboratório 02 - Estrutura Condicional,3,0
1958,Desafios 1 - Variáveis e Estrutura Sequencial,12,1
1959,3ªLista - TUDÃO 1,4,1
1960,Problema do macaco e da banana,3,1
1961,Lista 04 - Condicional e repetição,5,1
1962,Primeira Prova Parcial - IP 2019-2,5,1
1963,Programação Prolog,1,1
1965,Laboratório 03 - Estrutura de repetição,3,1
1966,Treino Semanal 03 - Estrutura de repetição,7,0
1967,Lab 4 (funções e ponteiros),8,1
1968,Lab 3 – Condicionais Encadeados (if/elif),12,1
1969,Lab 2 – Estrutura Condicional Simples,10,1
1970,Lista 05 - Condicional switch..case,5,1
1971,TP 01: Variáveis e Estrutura Sequencial (2019),2,1
1972,TP 01: Variáveis e Estrutura Sequencial (2019),2,1
1973,Lab 2 – Estrutura Condicional Simples,10,1
1974,Desafios 2 - Estruturas Condicionais,6,1
1975,TP 01: Variáveis e Estrutura Sequencial (2019),2,1
1976,4ªLista - Estruturas De Repeticao/lacos ,8,1
1977,TP 01: Variáveis e Estrutura Sequencial (2019),3,1
1978,Laboratório 03 - Estrutura de repetição,3,0
1979,TP 01: Variáveis e Estrutura Sequencial (2019),2,1
1980,1ªAquecimento - 4ªLista - Estruturas De Repeticao,7,1
1981,Lista 06 - Funções,5,1
1982,Lab 2 - Estrutura Condicional Composta (2020),12,1
1983,Extras 2 - Estrutura Condicional Composta (2020),8,1
1984,Lab 2 – Estrutura Condicional Simples (2019),12,1
1985,Lab 2 – Estrutura Condicional Simples (2019),12,1
1986,TP 01: Variáveis e Estrutura Sequencial (2019),2,1
1987,Treinamento Semanal 04 - VCH,7,0
1988,Lab 2 – Estrutura Condicional Simples (2019),12,1
1989,Desafios 2 - Estruturas Condicionais (2019),5,1
1990,TP 1,3,1
1991,Lab 5 (while, for, do-while, break e continue),10,1
1992,Lista 07 - Substitutiva 1,3,1
1993,Desafios 2 - Estruturas Condicionais (2019),8,1
1994,Desafios 2 - Estruturas Condicionais (2019),8,1
1995,Prova parcial 01 - Até Repetição,2,0
1996,TP 01: Variáveis e Estrutura Sequencial (2019),2,1
1997,TP 01: Variáveis e Estrutura Sequencial (2019),2,1
1998,Lab 2 – Estrutura Condicional Simples (2019),12,1
1999,Desafios 2 - Estruturas Condicionais (2019),8,1
2000,TP 01: Variáveis e Estrutura Sequencial (2019),2,1
2001,TP 01: Variáveis e Estrutura Sequencial (2019),3,1
2002,Desafios 2 - Estruturas Condicionais (2019),8,1
2003,TP 01: Variáveis e Estrutura Sequencial (2019),3,1
2004,Lab 2 – Estrutura Condicional Simples (2019),12,1
2005,Lista 08 - Funções, iteração e recursão,4,1
2006,Lab 2 – Estrutura Condicional Simples (2019),12,1
2007,Desafios 2 - Estruturas Condicionais (2019),8,1
2008,Desafios 2 - Estruturas Condicionais (2019),8,0
2010,TP 02: Est. Condicional Simples e Composta (2019),2,1
2011,Segunda Prova Parcial - IP 2019-2,5,1
2012,Lab 2 – Estrutura Condicional Simples (2019),12,1
2013,Desafios 2 - Estruturas Condicionais (2019),8,1
2014,Lista 09 - Funções e ponteiros,3,1
2015,TP 02:  Est. Condicional Simples e Composta (2019),2,1
2016,Lab 3 – Estrutura Condicional Encadeada (2019),12,1
2017,Extra 3 - Condicionais Encadeados (if/elif),8,1
2018,TP 02:  Est. Condicional Simples e Composta (2019),2,1
2019,TP 02:  Est. Condicional Simples e Composta (2019),3,1
2020,2ªAquecimento -5ª Lista - Vetores e Matrizes,11,1
2021,Lab 5 – Vetores e Strings,12,1
2022,5ª Lista - Vetores e Matrizes,9,1
2023,Lab 6 (vetores e matrizes),12,1
2024,Lab 3 – Condicionais Encadeados (if/elif),12,1
2025,TP 3 - Condicionais Encadeadas (if/elif/else),3,1
2026,TP 03: Estrutura Condicional Encadeada (2019),3,1
2027,Lista 10 - Iteração II,4,1
2028,Lab 3 – Estrutura Condicional Encadeada (2019),12,1
2029,TP3 - Estrutura Condicional Encadeada (2019),2,1
2030,Lab 3 – Estrutura Condicional Encadeada (2019),12,1
2031,Lista 11 - Vetores,4,1
2032,TP 02:  Est. Condicional Simples e Composta (2019),2,1
2033,TP 02:  Est. Condicional Simples e Composta (2019),2,1
2034,Extra 3 - Condicionais Encadeados (if/elif),8,1
2035,TP 02:  Est. Condicional Simples e Composta (2019),2,1
2036,Lab 3 – Estrutura Condicional Encadeada (2019),12,1
2037,Desafios 3 - Condicionais Encadeados (if/elif),8,1
2038,Treino semanal 05: Aplicações VCHomogêneas,9,0
2039,Busca direcionada em Prolog,2,1
2040,Desafios 3 - Condicionais Encadeados (if/elif),8,1
2041,Laboratório 05 - VCHomogenea,2,0
2042,Desafios 3 - Condicionais Encadeados (if/elif),8,1
2043,Lab 3 – Estrutura Condicional Encadeada (2019),12,1
2044,TP 02:  Est. Condicional Simples e Composta (2019),3,1
2045,Lab 3 – Estrutura Condicional Encadeada (2019),12,1
2046,Desafios 3 - Condicionais Encadeados (if/elif),8,1
2047,Lab 7 (Alocação dinâmica),8,1
2048,Lista 12 - Substitutiva 2,6,1
2049,Lista 13 - Vetores e ponteiros,5,1
2050,Lab 3 – Estrutura Condicional Encadeada (2019),12,1
2051,Desafios 3 - Condicionais Encadeados (if/elif),8,1
2052,Lab 3 – Estrutura Condicional Encadeada (2019),12,1
2053,Desafios 3 - Condicionais Encadeados (if/elif),8,0
2054,Lista 14 - Matrizes,5,1
2055,Lista teste,21,1
2056,Lista 15 - Vetores e busca,4,1
2057,Lab 4 – Repetição por Condição (while) 2019,12,1
2058,Desafios 4 – Repetição por Condição (while) 2019,8,1
2059,TP3 - Estrutura Condicional Encadeada (2019),3,1
2060,TP3 - Estrutura Condicional Encadeada (2019),3,2
2061,TP3 - Estrutura Condicional Encadeada (2019),2,2
2062,Treino Semanal 06 - Matriz,6,0
2063,TP3 - Estrutura Condicional Encadeada (2019),3,1
2064,TP3 - Estrutura Condicional Encadeada (2019),2,2
2065,TP 04: Estrutura de Repetição por Condição (while),3,1
2066,TP 04: Estrutura de Repetição por Condição (2019),3,1
2067,Lista teste,2,1
2068,Lab 4 – Repetição por Condição (while),12,1
2069,Lab 4 – Repetição por Condição (while),12,1
2070,Lista 16 - Matrizes e busca,4,1
2071,3ªAquecimento - 5ª Lista - Vetores e Matrizes,6,1
2072,Desafios 4 – Repetição por Condição (while),14,1
2073,Lab 4 – Repetição por Condição (while),12,1
2074,Lista 17 - Substitutiva 3,4,1
2075,TP3 - Estrutura Condicional Encadeada (2019),3,1
2076,Terceira Prova Parcial - IP 2019-2,5,1
2077,Lista 18 - Caracteres e strings,4,1
2078,Lista 19 - Ad-hoc,2,1
2079,6ª Lista - Recursão,9,1
2080,Lab 6 – Repetição por Contagem (for),12,1
2081,Lab 7 – Matrizes,12,1
2082,Treino Semanal 07: Estruturas  e funções,7,0
2083,Lab 8 (Tipos Estruturados),7,1
2084,TP 03: Estrutura Condicional Encadeada (2019),2,2
2085,TP 03: Estrutura Condicional Encadeada (2019),3,2
2086,Desafios 4 – Repetição por Condição (while) 2019,9,1
2087,Lab 12 (TAD),4,1
2088,Lab 4 – Repetição por Condição (while) 2019,12,1
2089,Desafios 4 – Repetição por Condição (while) 2019,9,1
2090,Lab 5 – Vetores e Strings,12,1
2091,Desafios 5 - Vetores e Strings,8,1
2092,Desafios 4 – Repetição por Condição (while) 2019,9,1
2093,Lab 4 – Repetição por Condição (while),12,1
2094,Desafios 4 – Repetição por Condição (while) 2019,9,1
2095,Lab 4 – Repetição por Condição (while) 2019,12,1
2096,Desafios 4 – Repetição por Condição (while) 2019,9,0
2097,Lab 4 – Repetição por Condição (while),12,1
2098,Desafios 4 – Repetição por Condição (while) 2019,9,1
2099,Paradigma procedimental,5,1
2100,Teste na linguagem C,1,1
2101,TP 04: Estrutura de Repetição por Condição (2019),2,2
2102,TP 04: Estrutura de Repetição por Condição (2019),3,1
2103,Laboratório 06: Estrutura Dinâmica,1,0
2104,Paradigma procedimental (lista 2),3,1
2105,TP 05: Vetores e Strings (2019),3,1
2106,TP5: Vetores e Strings,3,1
2107,TP5: Vetores e Strings,3,1
2108,Lab 5 – Vetores e Strings,12,1
2109,Trabalho Aluno 01,3,1
2110,TP 04: Estrutura de Repetição por Condição (2019),2,2
2111,TP 04: Estrutura de Repetição por Condição (2019),3,2
2112,Teste,2,1
2116,Desafios 4 – Repetição por Condição (while) 2019,9,1
2117,TP 04: Estrutura de Repetição por Condição (2019),3,2
2118,TP 04: Estrutura de Repetição por Condição (2019),3,1
2119,Lista 19 - Exercícios de Fixação,5,1
2120,Lab 5 – Vetores e Strings,12,1
2121,Lab 5 – Vetores e Strings,12,1
2122,Desafios 5 - Vetores e Strings,8,1
2123,Desafios 5 - Vetores e Strings,8,1
2124,Lab 5 – Vetores e Strings,12,1
2125,TP 2,1,1
2126,TP 04: Estrutura de Repetição por Condição (2019),2,2
2127, Lab 13 (Realloc),7,1
2128,Lista 20 - Alocação e realocação dinâmica,4,1
2129,7ª Lista -  ...,5,1
2130,Lab 5 – Vetores e Strings,12,1
2131,Desafios 5 - Vetores e Strings,8,0
2132,Lab 5 – Vetores e Strings,12,1
2133,Desafios 5 - Vetores e Strings,8,1
2134,Lab 5 – Vetores e Strings,12,1
2135,Desafios 5 - Vetores e Strings,8,1
2137,Lista 21 - Tipos Abstratos de Dados,4,1
2138,Treino Semanal: 08 - Listas e Estruturas dinâmicas,5,0
2139,Desafios 5 - Vetores e Strings,8,1
2140,Paradigma funcional,4,1
2141,Desafios 5 - Vetores e Strings,8,1
2142,Lista 22 - Tipos Abstratos de Dados II,3,1
2143,Lista teste - ignorar,1,1
2144,TP 05: Vetores e Strings (2019),3,1
2145,Lista 23 - Exercícios de Fixação 2,5,1
2146,Quarta Prova Parcial - IP 2019-2,5,1
2147,TP 05: Vetores e Strings (2019),2,3
2148,TP 05: Vetores e Strings (2019),2,3
2149,TP 05: Vetores e Strings (2019),3,1
2150,Paradigma funcional (lista 2),5,1
2151,Prova parcial 02 - Estruturas dinâmicas,2,0
2152,Lista 24 - Substitutiva 4,9,1
2153,LAB 14 (listas),15,1
2154,Lab 6 – Repetição por Contagem (for),12,1
2155,TP 06: Estrutura de Repetição por Contagem (for),3,1
2156,TP6: Repetição por contagem,3,1
2157,TP 05: Vetores e Strings (2019),3,1
2158,TP 05: Vetores e Strings (2019),3,1
2159,TP 05: Vetores e Strings (2019),2,3
2160,Lab 6 – Repetição por Contagem (for),12,1
2161,TP 05: Vetores e Strings (2019),2,1
2162,Lab 6 – Repetição por Contagem (for),12,1
2163,TP 05: Vetores e Strings (2019),2,3
2164,TP 05: Vetores e Strings (2019),2,3
2165,Lista 25 - Tipos Abstratos de Dados III,3,1
2166,Lab 6 – Repetição por Contagem (for),12,1
2167,Lab 6 – Repetição por Contagem (for),12,1
2168,Lab 6 – Repetição por Contagem (for),12,1
2169,Lab 6 – Repetição por Contagem (for),12,1
2170,Lab 6 – Repetição por Contagem (for),12,1
2171,Lista 26 - Listas simplesmente encadeadas,3,1
2172,Desafios 6 - Repetição por Contagem (for),12,0
2173,Desafios 6 - Repetição por Contagem (for),12,1
2174,Desafios 6 - Repetição por Contagem (for),8,1
2175,Desafios 6 - Repetição por Contagem (for),8,1
2176,Lista teste (ignorar),2,1
2177,Paradigma lógico,5,1
2178,Desafios 6 - Repetição por Contagem (for),8,1
2179,Desafios 6 - Repetição por Contagem (for),8,1
2180,Lista 27 - Lista circular,3,1
2181,Lista 28 - Exercícios de Fixação III,5,1
2182,Lab 7 – Matrizes (2019),12,1
2183,TP7: Matrizes (2019),3,1
2184,Paradigma lógico (lista extra),3,1
2185,LAB 15 (pilhas e filas),9,1
2186,TP 06: Estrutura de Repetição por Contagem (for),2,1
2187,TP 6: Estrutura de Repetição por Contagem (for),2,3
2188,Desafios 6 - Repetição por Contagem (for),8,1
2189,TP 6: Estrutura de Repetição por Contagem (for),2,3
2190,Lista 29 - Listas duplamente encadeadas,4,1
2191,TP 6: Estrutura de Repetição por Contagem (for),3,1
2192,Desafios 6 - Repetição por Contagem (for),8,1
2193,Lab 7 – Matrizes,12,1
2194,TP 6: Estrutura de Repetição por Contagem (for),2,1
2195,TP 6: Estrutura de Repetição por Contagem (for),2,1
2196,Lab 7 – Matrizes,12,1
2197,TP 6: Estrutura de Repetição por Contagem (for),3,3
2198,LAB 11 (busca e ordenação),5,1
2199,Problemas com Array,3,1
2200,Lab 7 – Matrizes,12,1
2201,Lab 7 – Matrizes,12,1
2202,Lab 7 – Matrizes,12,1
2203,TESTE,1,1
2204,Lista 30 - Substitutiva 5,1,1
2205,Lista 31 - Simulado,4,1
2206,Quinta Prova Parcial - IP 2019-2 (Prova Final),5,1
2207,Lab 7 – Matrizes (2019),12,1
2208,Desafios 7: Matrizes,8,1
2209,terceira prova parcial,2,0
2210,Desafios 7: Matrizes,8,1
2211,Lab 7 – Matrizes (2019),12,1
2212,Lab 7 – Matrizes,12,1
2213,Lab 7 – Matrizes,12,1
2214,TP 3,2,1
2215,Trabalho final,1,1
2216,Desafios 7: Matrizes,8,1
2217,Desafios 7: Matrizes,8,1
2218,Paradigma OO,3,1
2220,Lab 0 – Primeiros passos com o Python - 2020,16,1
2221,Desafios 7: Matrizes,8,1
2222,Lista 32 - Pilhas e filas,3,1
2223,Desafios 7: Matrizes,8,1
2224,Desafios 7: Matrizes,8,1
2225,Lista 33 - Ordenação e busca binária,4,1
2226,TP7: Matrizes (2019),2,1
2227,Paradigma OO (herança),3,1
2228,TP7: Matrizes,2,1
2229,TP7: Matrizes (2019),2,3
2230,TP7: Matrizes (2019),2,3
2231,Lista 34 - Exercícios de revisão,5,1
2232,TP7: Matrizes (2019),3,1
2233,Prova Final 2019/02,3,1
2234,TP7: Matrizes (2019),2,1
2235,TP7: Matrizes (2019),2,1
2236,TP7: Matrizes (2019),3,3
2237,Prova Final 2019/02,2,1
2238,Prova Final 2019/02,2,1
2239,Prova Final 2019/02,3,1
2240,Prova Final 2019/02,3,1
2241,Prova Final 2019/02,3,1
2242,Prova Final 2019/02,3,1
2243,Prova Final 2019/02,3,1
2244,Prova Final,5,1
2245,Prova final,3,1
2246,Prova Final 2019/02,3,0
2247,Lab 0 – Primeiros passos com o Python - 2019,16,1
2248,Lab 1 – Estrutura Sequencial e Variáveis (2019),12,1
2249,Lab 3 – Estrutura Condicional Encadeada (2019),12,1
2250,Lab 2 – Estrutura Condicional Simples (2019),12,1
2251,Lab 3 – Estrutura Condicional Encadeada (2019),12,1
2252,Lab 5 – Vetores e Strings,12,1
2253,Lab 4 – Repetição por Condição (while) 2019,12,1
2254,Lab 5 – Vetores e Strings,12,1
2255,Lab 6 – Repetição por Contagem (for),12,1
2256,Lab 7 – Matrizes (2019),12,1
2257,Lab 1 – Estrutura Sequencial e Variáveis - 2019,12,1
2258,Lista 00 - Auto-avaliação,11,1
2259,Lab 0 – Primeiros passos com o Python - 2020,16,1
2260,Lab 0 – Primeiros passos com o Python - 2020,16,1
2261,Lab 0 – Primeiros passos com o Python - 2020,16,1
2262,Lab 0 – Primeiros passos com o Python - 2020,16,1
2263,Lab 0 – Primeiros passos com o Python - 2020,16,1
2264,Lab 0 – Primeiros passos com o Python - 2020,16,1
2265,Lab 0 – Primeiros passos com o Python - 2020,16,1
2266,Lab 0 – Primeiros passos com o Python - 2020,16,1
2267,Lab 0 – Primeiros passos com o Python - 2020,16,1
2268,Lab 0 – Primeiros passos com o Python - 2020,16,1
2269,Lab 0 – Primeiros passos com o Python (2020),16,1
2270,Lab 0 – Primeiros passos com o Python - 2020,16,1
2271,Lab 0 – Primeiros passos com o Python - 2020,16,1
2272,Lab 0 – Primeiros passos com o Python - 2020,16,1
2273,Extras 1 - Variáveis e Estrutura Sequencial,12,1
2274,Lab 1 – Estrutura Sequencial e Variáveis (2020),12,1
2275,Segunda Lista de Exercícios,18,1
2277,Lab 1 – Estrutura Sequencial e Variáveis (2020),12,1
2278,Primeiros Passos em Haskell,7,1
2279,Lab 1 – Estrutura Sequencial e Variáveis (2020),12,1
2280,Lab 0 – Primeiros passos com o Python - 2020,16,1
2281,Lab 1 – Estrutura Sequencial e Variáveis (2020),12,1
2282,Lista 1,5,1
2283,TP3 - Estrutura Condicional Encadeada (2019),4,1
2284,Desafios 3 - Condicionais Encadeados (if/elif),8,1
2285,TP 06: Estrutura de Repetição por Contagem (for),2,1
2286,Desafios 6 - Repetição por Contagem (for),8,1
2287,Lab 6 – Repetição por Contagem (for),12,1
2288,Lista 1,1,1
2289,Lista 2,1,1
2290,Lista 3,2,1
2291,1ª Lista de Exercícios,21,1
2292,Lab 1 - Variáveis e Estrutura Sequencial (2020),11,1
2293,Lab 2 - Estrutura Condicional Composta (2020),12,1
2294,Lab 3 – Estrutura Condicional Encadeada (2019),12,1
2295,Lab 4 – Repetição por Condição (while) 2019,12,1
2296,Lab 5 – Vetores e Strings,12,1
2297,Lab 6 – Repetição por Contagem (for),12,1
2298,TP7: Matrizes (2019),3,1
2299,Lab 1 (Introdução a C - variáveis e operadores),16,1
2300,Lab 2 (Variáveis e operadores),7,1
2301,Lab 2 (condicionais, while, for, do-while, break),25,1
2302,Atividade 1 - Listas, pilhas e filas,3,1
2303,Testando,1,1
2304,Trabalho 01 - 23/06,4,1
2305,Não use clone este trabalho,16,1
2306,Não use clone este trabalho,16,1
2307,AEE #2 - Ordenação,4,1
2308,AEE #6 - Busca binária,4,1
2309,Não use clone este trabalho,16,1
2310,Lab 1 – Estrutura Condicional  - 2020,12,1
2311,Lab 1 – Estrutura Condicional (2020) L3,12,1
2312,Lab 2 - Estrutura de Repetição por Contagem (2020),2,1
2313,Lab 2 - Estrutura de Repetição por Contagem  L7,12,1
2314,Lab 2 - Estrutura de Repetição por Contagem - 2020,13,1
2315,Lab 3 - Vetores e Strings (2020) - L6,12,1
2316,Lab 3 - Vetores - 2020,13,1
2317,Lab 4 - Strings (2020),12,1
2318,Lab 4 - Strings - 2020,12,1
2319,AEE#7 - Ordenação (2),3,1
2320,Lab 5 - Matrizes (2019),2,1
2321,Lab 5 - Matrizes (2019),2,1
2322,Lab 5 - Matrizes (2019),8,1
2324,Lab 5 – Matrizes - 2020,12,1
2325,Primeira Lista de Exercícios,19,1
2326,Lab 3 (funções e ponteiros),5,1
2327,Lab 0 – Primeiros passos com o Python - 2020,16,1
2328,Lab 1 – Estrutura Sequencial e Variáveis - 2019,12,1
2329,Lab 2 – Estrutura Condicional Simples,10,1
2330,Lab 3 – Condicionais Encadeados (if/elif),12,1
2331,Lab 4 – Repetição por Condição (while),12,1
2332,Lab 5 – Vetores e Strings,12,1
2333,Lab 6 – Repetição por Contagem (for),12,1
2334,Lab 7 – Matrizes,12,1
2335,Lab 5 (while, for, do-while, break e continue),11,1
2336,Lab 6 – Matrizes - (2020) L8,12,1
2337,Lab 6 - Estrutura de Repetição por Condição (2020),2,1
2338,Lab 6 – Repetição por Condição (2020) L5,12,1
2339,TP3 - Estrutura Condicional Encadeada (2019) - L4,3,1
2340,Desafios 3 - Condicionais Encadeados L4,12,1
2341,TP 01: Variáveis e Estrutura Sequencial (2019),3,1
2342,Desafios 1 - Variáveis e Estrutura Sequencial - L2,12,1
2343,Lab 1 - Variáveis e Estrutura Sequencial - 2020,12,1
2344,Lab 2 – Estrutura Condicional - 2020,12,1
2345,Lab 3 - Condicionais Encadeados - 2020,12,1
2346,Lab 4 – Repetição por Condição - 2020,12,1
2347,Lab 5 - Vetores e Strings - 2020,12,1
2348,Lab 6 - Repetição por Contagem - 2020,12,1
2349,Lab 7 – Matrizes - 2020,13,1
2350,Lab 1 - Variáveis e Estrutura Sequencial (2020),12,1
2351,Lab 2 – Estrutura Condicional (2020),12,1
2352,Lab 3 - Condicionais Encadeados (2020),12,1
2353,Lab 4 – Repetição por Condição (2020),12,1
2354,Lab 5 - Vetores e Strings (2020),12,1
2355,Lab 6 - Repetição por Contagem (2020),12,1
2356,Lab 7 – Matrizes (2020),12,1
2357,Segunda Lista de Exercícios,15,1
2358,Criando classe Aluno,1,1
2359,Lab 0 – Primeiros passos com o Python - 2020,16,1
2360,Lab 0 – Primeiros passos com o Python - 2020,16,1
2361,Lab 0 – Primeiros passos com o Python - 2020,16,1
2362,Lab 1 - Variáveis e Estrutura Sequencial (2020),12,1
2363,Lab 2 – Estrutura Condicional (2020),12,1
2364,Lab 3 - Condicionais Encadeados (2020),12,1
2365,Lab 4 – Repetição por Condição (2020),12,1
2366,Lab 5 - Vetores e Strings (2020),12,1
2367,Lab 6 - Repetição por Contagem (2020),12,1
2368,Lab 7 – Matrizes (2020),12,1
2369,Lab 1 - Variáveis e Estrutura Sequencial (2020),12,1
2370,Lab 1 - Variáveis e Estrutura Sequencial (2020),12,1
2371,Lab 2 – Estrutura Condicional (2020),12,1
2372,Lab 2 – Estrutura Condicional (2020),12,1
2373,Lab 3 - Condicionais Encadeados (2020),12,1
2374,Lab 3 - Condicionais Encadeados (2020),12,1
2375,Lab 4 – Repetição por Condição (2020),12,1
2376,Lab 4 – Repetição por Condição (2020),12,1
2377,Lab 5 - Vetores e Strings (2020),12,1
2378,Lab 5 - Vetores e Strings (2020),12,1
2379,Lab 6 - Repetição por Contagem (2020),12,1
2380,Lab 6 - Repetição por Contagem (2020),12,1
2381,Lab 7 – Matrizes (2020),12,1
2382,Lab 7 – Matrizes (2020),12,1
2383,Lab 0 – Primeiros passos com o Python (2020),16,0
2384,Lab 1 - Variáveis e Estrutura Sequencial (2020),12,1
2385,Extras 1 - Variáveis e Estrutura Sequencial (2020),11,1
2386,Lab 2 - Estrutura Condicional Composta (2020),12,1
2387,Extras 2 - Estrutura Condicional Composta (2020),8,1
2388,Lab 3 – Estrutura Condicional Encadeada (2020),12,2
2389,Extras 3 - Condicionais Encadeados (if/elif),8,2
2390,Lab 4 – Repetição por Condição (while) (2020),12,2
2391,Extras 4 – Repetição por Condição (while) (2020),9,2
2392,Lab 5 – Vetores e Strings (2020),12,3
2393,Extras 5 - Vetores e Strings (2020),8,3
2394,Lab 6 – Repetição por Contagem (for) (2020),12,3
2395,Extras 6 - Repetição por Contagem (for) (2020),8,3
2396,Lab 7 – Matrizes (2020),12,1
2397,Extras 7 - Matrizes (2020),8,1
2398,Lab 0 – Primeiros passos com o Python - 2020,16,1
2399,Lab 0 – Primeiros passos com o Python (2020),16,0
2400,Lab 0 – Primeiros passos com o Python (2020),16,0
2401,Lab 1 - Variáveis e Estrutura Sequencial (2020),12,1
2402,Lab 1 - Variáveis e Estrutura Sequencial (2020),12,1
2403,Extras 1 - Variáveis e Estrutura Sequencial (2020),11,1
2404,Extras 1 - Variáveis e Estrutura Sequencial (2020),11,1
2405,Lab 2 - Estrutura Condicional Composta (2020),12,1
2406,Lab 2 - Estrutura Condicional Composta (2020),12,1
2407,Extras 2 - Estrutura Condicional Composta (2020),8,1
2408,Extras 2 - Estrutura Condicional Composta (2020),8,1
2409,Lab 3 – Estrutura Condicional Encadeada (2020),12,2
2410,Lab 3 – Estrutura Condicional Encadeada (2020),12,2
2411,Extras 3 - Condicionais Encadeados (if/elif),8,2
2412,Extras 3 - Condicionais Encadeados (if/elif),8,2
2413,Lab 4 – Repetição por Condição (while) (2020),12,2
2414,Lab 4 – Repetição por Condição (while) (2020),12,2
2415,Extras 4 – Repetição por Condição (while) (2020),9,2
2416,Extras 4 – Repetição por Condição (while) (2020),9,2
2417,Lab 5 – Vetores e Strings (2020),12,3
